"language","text"
"Russian","Внутренний платеж происходит в течение дня"
"Russian","Здравствуйте! Новый вопрос: до какого числа будет действовать предложение ""Ультра""???"
"Russian","Вы имеете ввиду вклад ""Ультра""?"
"Russian","есть кто?"
"Russian","люди"
"Russian","могу Ли Я
посмотреть через это приложение 
сколько баллов накопилось на карте
от покупок😉"
"Russian","Добрый день Светлана"
"Russian","обед наступил резко? 
вы где ))"
"Russian","Мы здесь"
"Russian","Благодарю за ожидание.  Вы можете отследить бонусы в личном кабинете на сайте www.lukoil-club.ru или на чеке после совершения операции на АЗС Лукойл."
"Russian","то есть карту надо зарегестрировать?"
"Russian","или бонусы будут накапливаться все равно 
а лишь снять их возможно будет после регистрации?"
"Russian","вы получили мое фото?
куда оно девается позже?
вы его удаляете?"
"Russian","Бонусы будут накапливаться"
"Russian","Ваше фото остается в диалоге"
"Russian","вы тоже присылайте фото свое
когда скучно будет
обещаю 
я не буду ругаться или обижаться )
только радоваться ))"
"Russian","Хорошо :) но у нас нет такой возможности :)"
"Russian","Спасибо Света
вы мне очень помогли 
успокоили 
хорошего вам рабочего дня )
и Ещё вопрос
вы пишите с того города где Я живу? 
или с другого"
"Russian","Была рада вам помочь :) С другого :)"
"Russian","Спасибо :) взаимно :) Рустам"
"Russian","Большое Спасибо Светлана )
я б с радостью 
но забыл пароли и все дела от почты  (((
так что пишите тут
всегда отвечу 
ну или через коллегу передайте )"
"Russian","ах нет
Ещё есть вопросы"
"Russian","насчет ипотеки
под какой минимальный и максимальный % вы даете ипотеку? 
или это не к Вам?"
"Russian","да 
давайте Вы дадите им мои данные
пусть звонят 
тем более в номере который Вы дали 
кад
кажется одной цифЕрки не хватает"
"Russian","Направлю ваши данные"
"Russian","нолика не было
теперь появился )))
хитренькие"
"Russian","сейчас Я сплю)
ну раз отправили 
пусть звонят"
"Russian","надоел наверное своими вопросами ))
нет
вы все сделали прекрасно 
спасибо 
до свидания"
"Russian","расскажите пожалуйста"
"Russian","Конечно. Уточните"
"Russian","терминал"
"Russian","туда звонили "
"Russian","это что-то в банке"
"Russian","Вы можете обратится в отделение банка и написать заявление на розыск платежа."
"Russian","это звонить надо ?"
"Russian","Это лично необходимо обратится в отделение банка для написания заявления"
"Russian","Добрый день! Можно ли отключить смс информирование на моей карте ?"
"Russian","Спасибо! Так же вопрос : скажите"
"Russian","За обслуживание вашей карты комиссия не взимается."
"Russian","Понято"
"Russian","Вера Леонидовна"
"Russian","Как восстановить потерянную карту."
"Russian","Возможно перевыпустить карту"
"Russian","я ее заблокировал возможно ещё перевыпустить  сколько это займёт времяни."
"Russian","нет не менялось не чего"
"Russian","У меня ещё одна карта зарплатный проект"
"Russian","Перевыпускаем данную карту?"
"Russian","нет мне нужно зарплатную"
"Russian","Ваша карта зарплатная тоже утеряна?"
"Russian","у у меня утеряна зарплатная карта ей нужно восстановить"
"Russian","Вам необходимо обратится в отделение банка для перевыпуска вашей карты."
"Russian","Добрый день. Открыл счет-капилку в евро. Каким образом могу снять переведенные туда деньги в евро?"
"Russian","Пополнение планирую сделать безналичным расчетом через приложение с рублевой копилки"
"Russian","получить могу в отделении банка в кассе или через банкомат тоже можно?"
"Russian","Вы хотели получить валюту?"
"Russian","Если у вас карта в рублях"
"Russian","Хорошо.  Спасибо."
"Russian","Если вы завтра внесете средства"
"Russian","А если я внесу деньги сразу через отделение банка."
"Russian","Обновление информации произойдет на следующий рабочий день"
"Russian","Напомните мне сумму"
"Russian","Чтобы полностью закрыть карту"
"Russian","На какую дату вам рассчитать сумму?"
"Russian","Завтра"
"Russian","Хм а как  так у меня же льготный период"
"Russian","Переписка у меня сохранена"
"Russian","Вам необходима полная сумма для погашения карты или для выполнение условий льготного периода?"
"Russian","Сумма для полного погашения карты."
"Russian","Видимо тогда мне назвали сумму для закрытия льготного периода"
"Russian","Возможно :) Была рада вам помочь"
"Russian","Таганская"
"Russian","Сейчас подберем"
"Russian","В кабинете появилась карта МИР. Зачем она?"
"Russian","Благодарю за ожидание. Данная карта была выпущена в рамках зарплатного проекта"
"Russian","Благодарю за ожидание. По вашей карте не подключены услуги"
"Russian","А карта активна"
"Russian","проценты будут меняться или они фиксированны?"
"Russian","Не поняла вас. Просьба уточнить ваш вопрос более детально."
"Russian","процент по cash"
"Russian","Какие изменения вы имеете ввиду? В течении месяца?"
"Russian","В тарифном плане. изменения"
"Russian","Информация по изменениям в тарифном плане отобразится на сайте"
"Russian","процент пл cash будет начисляться на остаток если в течении месяца я не совершал платежных операций по карте?"
"Russian","значит мне покупать и следить за остатуом на карте чтобы пользоваться Cash?"
"Russian","Чем-то еще могу вам помочь?"
"Russian","Наверно"
"Russian","Получилось?"
"Russian","Добрый день. Почему сделки по карте не проходят?"
"Russian","По моей долларовой карте операция отклонена в магазине"
"Russian","Пишет что отклонена банком"
"Russian","Благодарю за ожидание. Не вижу отклоненных операций. Уточните пожалуйста сумму операции и время."
"Russian","Запрос в банк по данной операции не поступал. Скорее всего ошибка на стороне организации"
"Russian","в новой заявке сумму можно будет увеличить?"
"Russian","Когда вам перезвонит специалист"
"Russian","а где Нина"
"Russian","У Нины перерыв :)"
"Russian","Танечка передайте им информацию"
"Russian","личная жизнь под угрозой"
"Russian","люблю ее"
"Russian","Хорошо. Информация уже передана."
"Russian","а мороз какие прогулки"
"Russian","Нине спасибо скажи тоже"
"Russian","И тебе милая"
"Russian","обиделась?"
"Russian","Татьяна ну а гипотетически возможно увеличить сумму?"
"Russian","Гипотетически"
"Russian","спасибо котенок 😙"
"Russian","действуй лапуль"
"Russian","Если можно!"
"Russian","Какой номер телефона хотели бы указать в качестве контактного?"
"Russian","Старым номером телефона планируете пользоваться?"
"Russian","Спасибо вам"
"Russian","Спасибо) вам того же"
"Russian","Благодарю за ожидание. Для полного досрочного погашения кредита в дату платежа необходимо только внести необходимую сумму на счет для досрочного погашения (заявление не нужно). Для полного досрочного погашения не в дату платежа"
"Russian","Благодарю за ожидание. Сейчас начислен cash-back за январь"
"Russian","Под оборотом имеются ввиду только POS-оборот. (Оплата в торгово-сервисных предприятиях)."
"Russian","Благодарю за длительное ожидание. Данный перевод вы можете осуществить только в отделение банка. Автоматически cash-back не был зачислен на новую карту"
"Russian","Добрый вечер! Еще раз хочу уточнить. Моя копилка в долларах открывается бесплатно. Год.сопровождение бесплатно"
"Russian","Благодарю за длительное ожидание. Всю информацию указали верно."
"Russian","Нужно выбрать нужную карту в разделе ""Мои деньги"" и далее отобразятся последние операции."
"Russian","так же интересует кешбэк за промо в прошлом месяце. когда он должен прийти на карту"
"Russian","да спасибо удалось посмотреть операции."
"Russian","Проверяю cash-back."
"Russian","пока нет. благодарю."
"Russian","В приложении необходимо выбрать нужный счет/карту, далее в правом верхнем углу ""О счете""/""О карте"" или ""Полезное"" (в зависимости от модели телефона)."
"Russian","И какие еще есть варианты пополнения?"
"Russian","Благодарю за ожидание. Можете вносить денежные средства через салон сотовой связи ""Связной"" без комиссии, зачисление будет текущим днем."
"Russian","С карты на карту еще через какие-то банки можно?"
"Russian","Комиссию взимает банк-отправитель. Поэтому у нас такой информации нет."
"Russian","В этом случае также комиссию взимает банк-отправитель."
"Russian","Карта не подключается к Apple Pay"
"Russian","Какая ошибка возникает?"
"Russian","Здравствуйте . Карта оказалась неисправной . Оформил и получил  другую . Какие действия нужно произвести для закрытия СКС . На данный момент карту заблокировал . Достаточно ли этого ?"
"Russian","Для закрытия СКС нужно обратиться в отделение банка."
"Russian","можно ли поменять привязанный номер телефона"
"Russian","Добрый вечер. Да"
"Russian","В феврале действует категория ""Рестораны, кафе""."
"Russian","Это разве не она?"
"Russian","Благодарю за ожидание. Операция подходит под начисление повышенного cash-back. При этом по данной операции еще не было финансового подтверждения от банка-получателя. Как только поступит подтверждение"
"Russian","Ясно спасибо за пояснения!"
"Russian","А что с процентом на остаток"
"Russian","Одну минуту."
"Russian","Еще подскажите: вчера (во вторник) я оставлял заявление на срочный перевыпуск дополнительной карты в отделении на ул Анохина"
"Russian","Благодарю за ожидание. К сожалению на данный момент не удалось уточнить информацию. Напишите нам"
"Russian","Благодарю за ожидание. У вас активны привилегии на данный момент."
"Russian","надеюсь. к сожаление в интернет банке и мобильном приложении это не отображено"
"Russian","Пока в интернет-банке и мобильном приложении нет возможности проверить активны ли привилегии. Наши специалисты над этим работают."
"Russian","Здравствуйте! А это всегда так будет (задержки) или единичный случай? На предыдущей карте такого не было"
"Russian","Это единичный случай. Наши специалисты над этой проблемой работают."
"Russian","спасибо большое за помощь"
"Russian","Добрый день. Прошу подтвердить ежемесячное списание суммы в погашение кредита. Спасибо"
"Russian","Благодарю за ожидание. Денежные средства поступили сегодня. Информация по списанию отобразится только завтра"
"Russian","Добрый день. Как открыть валютный счет"
"Russian","Можете открыть счет ""Моя копилка"" в приложении."
"Russian","Открыл. Но он не отображается в списке доступных для перевода"
"Russian","В разделе переводов отображаются основанной и копилка рублевые"
"Russian","Вы открыли счет ""Моя копилка"" в какой валюте?"
"Russian","Открыл $ и евро"
"Russian","Правда там по нулям) может изза этого?"
"Russian","Вы на данный момент можете перевести на счета ""Мои копилка"". Сейчас ни на одном из счетов нет доступной суммы для перевода."
"Russian","Т.е надо купить валюту и они будут отображаться?"
"Russian","В меню переводов?"
"Russian","Нужно пополнить хотя бы карту."
"Russian","Понял) ещё вопрос"
"Russian","Я могу в кассе банка положить наличные доллары на счет моя копилка $"
"Russian","Понял) спасибо!"
"Russian","Как высчитываются"
"Russian","Хотел узнать как высчитывается и как начисляется"
"Russian","Благодарю за ожидание. Проценты"
"Russian","Необходимо обратиться в отделение банка для замены карты."
"Russian","Здравствуйте ! Подскажите пожалуйста возможно ли подключить к карте мастер карт мобильное оповещение"
"Russian","Спасибо большое . Жду )"
"Russian","Благодарю за ожидание. У вас подключена услуга смс-инфо по карте. Уточните"
"Russian","Мне ничего не приходит. Ни какие Смс после покупок и оплат. ( поймите меня правильно Татьяна) очень неудобно"
"Russian","Переподключила услугу. Смс-сообщения должны теперь приходить."
"Russian","Спасибо большое. Ещё вопрос -Услуга платная ?"
"Russian","Поняла . Спасибо ещё раз. Всего вам доброго )"
"Russian","здравствуйте. как я могу заплатить за интернет скайнэт?"
"Russian","Благодарю за ожидание. Можете осуществить платеж по полным реквизитам. В списке поставщиков услуг есть SkyNet telekom"
"Russian","спасибо Татьяна"
"Russian","Перевод был совершён на эту карту"
"Russian","Нет ли ещё инфо "
"Russian","Благодарю за ожидание. Мы не можем проверить по вашему запросу поступили денежные средства на карту другого клиента или нет. Можем проверить только ваш платеж"
"Russian","Как могу заблокировать карту свою ?"
"Russian","Для блокировки карты на главном экране «Мои деньги» выбрать нужную карту. Если телефон на платформе iOS: перейти в меню «Полезное» и выбрать операцию «Заблокировать карту»"
"Russian","Вы можете установить лимит в отделении банка"
"Russian","Спасибо) хорошего вечера!"
"Russian","Спасибо !)"
"Russian","Как оплатить по реквизитам организации  не уходит платеж"
"Russian","Какая ошибка происходит при проведении платежа? Пришлите"
"Russian","Ошибка не приходит нажимаешь оплатить ничего не происходит"
"Russian","Да кроме уип"
"Russian","Вот сумма за отели при брони"
"Russian","Хорошо 
Спасибо.
Конечно"
"Russian","Я вообщем понял"
"Russian","По другому видимо никак?"
"Russian","Пока по платежам не получено финансовое подтверждение от банка-получателя"
"Russian","Сибавтостройсервис  управляющая компания счёт тоже в открытии"
"Russian","Здравствуйте! Два раза набрал пин . Банкомат выдал что неправильно"
"Russian","Благодарю за ожидание. Неверные попытки ввода пин-кода сброшены. Можете проводить операции."
"Russian","Здрасвуйте почему я не могу перевести деньги с карточки на счет ?"
"Russian","Какая ошибка происходит?"
"Russian","Добрый вечер! Расскажите о начислениях % на остаток по счёту на моем тарифе. Заранее большое спасибо!"
"Russian","Благодарю за ожидание. Платеж отменить невозможно."
"Russian","Спасибо все понятно!!"
"Russian","Можно ли взять небольшой кредит или долг через онлайн банк?"
"Russian","Через интернет-банк оформление кредита невозможно."
"Russian","Обязательно в сам банк приходить?"
"Russian","А что для этого нужно"
"Russian","я до этого ни разу не брала просто"
"Russian","Дрбрый вечер! Подскажите оде в Москве в печатниках есть банкомат"
"Russian","за что снимаете ежемесячно деньги с карты? почему растёт долг? я ничего у вас не брал!"
"Russian","Благодарю за ожидание. По карте взимается комиссия за обслуживание"
"Russian","останавливайте обслуживание до поступления денег.а не загоняйте в долги"
"Russian","как я могу узнать"
"Russian","Комиссия начисляется не зависимо от того проводите вы операции или нет. Списание комиссии происходит при первом пополнении карты."
"Russian","Ещё раз здравствуйте. Хотел бы спросить"
"Russian","Как резидент РФ вы можете перевести из РФ без открытия счета в банке иностранную валюту или валюту РФ в сумме"
"Russian","При осуществлении валютных операций с использованием своих счетов нужно представить в банк документы"
"Russian","Какие реквизиты нужны для swift перевода? Какой размер комиссии ?"
"Russian","По поводу реквизитов"
"Russian","Какое количество приветственных миль начисляется по карте ютейр оптимальный?"
"Russian","После первой транзакции?"
"Russian","Понятно) спасибо"
"Russian","Возможно добавить только карты MasterCard."
"Russian","Больше ничем. Доброй ночи"
"Russian","Как долго идут деньги с карты открытия на карту Сбербанка?"
"Russian","У меня деньги с карты списали уже"
"Russian","Спасибо большое за информацию"
"Russian","Обе должны вернуться за вычетом  стоимости завтрака))
Ок ждём 
Спасибо 
Я напишу"
"Russian","Спасибо за предоставленную информацию. Всего доброго."
"Russian","Выписку можете сформировать в полной версии интернет-банка."
"Russian","Проще карту закрыть.
Почему не приходят смс оповещения??"
"Russian","Для закрытия карты нужно обратиться в отделение банка. Смс-оповещение о списание комиссии не предусмотрено тарифами."
"Russian","Ещё раз- неустойка откуда взялась? Я прошлый раз закрывала сумму в плюсе была карта"
"Russian","По карте начислена комиссия за обслуживание и комиссия за услугу смс-инфо."
"Russian","Вы видите выписку по карте?"
"Russian","Я не могу понять откуда она берётся. Если прошлый раз разобрались"
"Russian","Здравствуйте! Могу ли я отключить смс-информирование в мобильном банке?"
"Russian","Благодарю за скорый ответ."
"Russian","последний"
"Russian","Поняла вас"
"Russian","Запрос составлен"
"Russian","Я могу обратиться по телефону или обязателен визит в отделение банка?
Понятно, что для получения нужно приехать, а чтобы заказать?"
"Russian","Добрый вечер! При заблокированной карте все равно начисляется комиссия за премиальное обслуживание?"
"Russian","Написать заявление на закрытие карточного счета в отделении банка."
"Russian","Дистанционно закрыть счёт нельзя?"
"Russian","привет. как отказаться от услуги смс  информирования?"
"Russian","Проблема с картой"
"Russian","Оформил на прошлой неделе в четверг"
"Russian","Сегодня и вчера пытался оплачивать - ошибка"
"Russian","Сейчас пытался добавить в эппл пэй - тоже ошибка"
"Russian","Мб требуется какая-то активация?"
"Russian","Благодарю за ожидание. Карта не активирована. Нужно установить пин-код. Позвоните"
"Russian","Добрый день. А куда пропала ещё одна карта?"
"Russian","Какая карта не отображается в мобильном приложении? Уточните"
"Russian","Благодарю за ожидание. На данный момент эта карта аннулирована. Поэтому она не отображается в мобильном приложении."
"Russian","где в приложении найти реквизиты карты для перевода денег с организации."
"Russian","спасибо Татьяна. сейчас попробую."
"Russian","нет. Большое спасибо."
"Russian","До свидания."
"Russian","А понял"
"Russian","Вклад считается возобновленным на новый срок"
"Russian","Здравствуйте скажите как сделать реквизиты чтобы можно было туда начеслять зарплату"
"Russian","В приложении необходимо выбрать нужный счет/карту, далее в правом верхнем углу ""О счете""/""О карте"", далее ""Реквизиты""."
"Russian","а что именно написать номер карты ? что о карте?"
"Russian","Писать не нужно"
"Russian","Направила реквизиты на ваш контактный номер телефона."
"Russian","подскожите разве можно такой реквизит отдавать в организацию для перечисления зарплаты?"
"Russian","Вам какие-то другие реквизиты нужны?"
"Russian","Добрый день. При попытке оплатить услугу выдаётся ошибка ""отклонён платёж"""
"Russian","Просьба уточнить причину"
"Russian","С терминала или текст смс сообщения?"
"Russian","Оплату совершали не в приложении"
"Russian","О лимите для подобных операций"
"Russian","У меня больше нет вопросов. Спасибо."
"Russian","как оформить мобильный банк"
"Russian","Вы имеете ввиду услугу смс-инфо?"
"Russian","и что нужно сделать для активации карты"
"Russian","карта зарплатная"
"Russian","Услуга смс-инфо подключена. Для активации карты нужно выполнить любую операцию в банкомате."
"Russian","спасибо)) отлично"
"Russian","пока вопросов нет"
"Russian","Здравствуйте скажите как мне взять у вас кредит?"
"Russian","Благодарю за ожидание. На данный момент оформление кредита невозможно. Если появятся какие либо предложение"
"Russian","а по какой причине? можете сказать?"
"Russian","Причину не можем указать."
"Russian","Как отключить смс уведомления?"
"Russian","по ипотеке своей положу"
"Russian","И вам )"
"Russian","Как изменить номер телефона в профиле (указан неверный)"
"Russian","Спасибо Людмила"
"Russian","Добрый вечер !"
"Russian","У меня вопрос по карте аэрофлот ! Проверьте почему нет бонусов при оплате картой ! Сегодня покупал билеты в кассе сказали что карта привязана но ни одного платежа по карте не зачислено !"
"Russian","Т. Е ещё время не пришло ?"
"Russian","А вы даты проверили начало пользования картой?"
"Russian","Мили по операциям"
"Russian","Я перевожу на такую же карту Открытие"
"Russian","Если я с карты переведу денежные средства на счёт клиенту банка Открытие "
"Russian","Перевод будет с карты банка Открытие?"
"Russian","А через сколько их можно будет увидеть в интернет банке?"
"Russian","После зачисления."
"Russian","у меня дебютовая карта кредитная"
"Russian","есть какие то сроки?"
"Russian","Сроки не ограничены."
"Russian","хочу отказаться от страховки"
"Russian","хоть бы слово сказали!!!"
"Russian","такой расклад не устраивает меня мне вся сумма нужна!"
"Russian","Конечно  ! Я же написал что сегодня покупал билеты аэрофлота !"
"Russian","Операции начались в конце декабря и весь январь но их нет до сих пор в аэрофлоте"
"Russian","Благодарю за ожидание. По операциям"
"Russian","здравствуйте.скажите пожалуйста"
"Russian","Для обмены валюты нужно открыть валютный счет. Можете открыть счет ""Моя копилка"" и осуществить перевод."
"Russian","Получилось? Чем-то еще могу вам помочь?"
"Russian","Я отправил средства на свой брокерский счёт. Когда я увижу их на нём?"
"Russian","Александр Бахрамович"
"Russian","Платеж будет исполнен завтра"
"Russian","Что так долго-то?"
"Russian","Спокойной ночи!"
"Russian","Как отмутить перевод денег на карту другого банка"
"Russian","Отменить"
"Russian","Азамат"
"Russian","Перевод осуществили по номеру карты или по полным реквизитам?"
"Russian","Данные переводы являются безвозвратными. Отменить его невозможно."
"Russian","Но мне оператор сказал если деньги не в обработке "
"Russian","В каком статусе сейчас платеж отображается?"
"Russian","Вот в таком"
"Russian","Платеж прошел"
"Russian","Понял .Тогда скажите как быстро деньги придут "
"Russian","А вот если к примеру скажем  я неправильно ввёл номер карты "
"Russian","Вам необходимо самостоятельно урегулировать вопрос с банком-получателем."
"Russian","добрый вечер!

подскажите,  пожалуйста,  есть ли у меня кешбек за январь за покупки в акционной категории?"
"Russian","Данная информация не отображается. Мы видим только когда  Cash Back уже начислен."
"Russian","понял "
"Russian","Я бы хотела узнать свой лимит по снятию?"
"Russian","День и месяц"
"Russian","да международный перевод"
"Russian","а уведамление должно придти"
"Russian","Подключаем услугу или нет?"
"Russian","я хотел бы внести сумму по погашению кредита больше чем ежемесячный платеж!как мне это сделать через приложение?"
"Russian","Вы хотели бы провести частичное досрочное погашение?"
"Russian","проверели информацию?"
"Russian","больше не чем большое спасибо"
"Russian","можете пожалуйста проверить статус последних двух операций ?"
"Russian","они на авторизации ещё или проведены"
"Russian","нахожусь за границей "
"Russian","а при нормальном исходе обычно сразу приходит подтверждение "
"Russian","или есть вероятность "
"Russian","что именно?)"
"Russian","""а при нормальном исходе обычно сразу приходит подтверждение , верно? то есть они так и буду висеть , если говорить другим языком"""
"Russian","это?"
"Russian","Я поменяла номер"
"Russian","Мы можем внести новые данные сейчас"
"Russian","Здарствуете! Что за такое бонусный счет"
"Russian","Подскажите что такое бонусный счёт и как им пользоваться?"
"Russian","По какой карте вы имеете ввиду бонусный счет?"
"Russian","Уточнить баланс бонусного счета и потратить бонусы вы можете на портале Travel. Travel-портал создан специально для держателей карт банка «Открытие»"
"Russian","Татьяна объясните мне что происходит"
"Russian","Я просил отключить мне все ограничения по карте"
"Russian","Однако это не сделали"
"Russian","Если ваши корявые программисты не могут сделать нормальную систему идентификации платежей"
"Russian","Простите пожалуйста за мой возмущенный тон письма"
"Russian","Благодарю за ожидание. Ограничение"
"Russian","О о о. Неожиданно. Спасибо что помогли разобраться что к чему."
"Russian","здравствуйте.Подскажите"
"Russian","написано"
"Russian","Платеж действительно прошел успешно. Поступили ли денежные средства получателю мы не можем."
"Russian","ну деньги должны им прийти сразу?"
"Russian","Сроки зачисления в сторонний банк составляет"
"Russian","Можно ли на время приостановить работу карты ?"
"Russian","В ближайшие пару месяцев былоб неплохо "
"Russian","Ибо я нищий"
"Russian","Обнял дуб"
"Russian","Что посоветуешь Татьяна"
"Russian","У меня их много "
"Russian","Ну а мне закроют её "
"Russian","("
"Russian","Как так Таня"
"Russian","Ограбили бедного студента"
"Russian","пока нет))"
"Russian","Предлагаю ввести в приложении смайлики"
"Russian","Мы обязательно учтем ваше пожелание :)"
"Russian","🙈"
"Russian","В чем заключается твоя работа Татьяна"
"Russian","Ты просто сидишь и сутки на вопросы отвечаешь ?"
"Russian","Наша задача"
"Russian","Весело"
"Russian","Я самый неадекватный клиент за сегодня?"
"Russian","Мы не даем оценку нашим клиентам"
"Russian","Ну не знаю Таня ..."
"Russian","По бальной шкале ?"
"Russian","На данный момент оценка возможна в приложении"
"Russian","Да у меня айфончик"
"Russian","Давай поставлю"
"Russian","Сколько баллов хочешь"
"Russian","🐎"
"Russian","Ты что фразы копируешь ?"
"Russian","Поставлю по вышке"
"Russian","Не нашёл где ставить оценку Татьяна"
"Russian","Зато скину кота"
"Russian","Чтобы оценить работу сотрудника, нужно нажать на ""Звездочку"" в левом нижнем углу."
"Russian","Нету"
"Russian","Никакой"
"Russian","Звездочки"
"Russian","Какая версия приложения сейчас установлена?"
"Russian","Обновляю"
"Russian","Не уходи"
"Russian","🍰"
"Russian","Сколько звёздочек ставить тебе Таня"
"Russian","Одну "
"Russian","Сколько вы считаете нужным."
"Russian","⭐️⭐️⭐️⭐️⭐️"
"Russian","Можешь называть меня ты"
"Russian","Вам там дают авансы за эти звёздочки ?"
"Russian","Ну не то чтобы я прям доволен🙄"
"Russian","Жаль :("
"Russian","И тебе Кристина - консультант"
"Russian","🍔"
"Russian","Доброе утро. Спасибо"
"Russian","доброе утро. как мне закрыть в вашкм банке счет чтобы не начислялось за обслуживание счета которым я уже больше двух месяцев не пользуюсь?"
"Russian","Для закрытия счета нужно обратиться в отделение банка."
"Russian","неполучаеться ваш банк работает по тому же графику что и я."
"Russian","у вас может менеджер выехать ко мне на работу и привезти бумаги для закрытия счета?"
"Russian","жалко"
"Russian","нет больше вопросов спасибо"
"Russian","Не вижу отклоненных операций по карте. Где пытались расплатиться и на какую сумму?"
"Russian","рассчитатца пытался в бургеркинге"
"Russian","у них отклонил кардридер"
"Russian","может с их стороны проблема?"
"Russian","Нужно провести первую операцию через чип"
"Russian","все спасибо"
"Russian","Это комиссия за запрос баланса в стороннем банкомате."
"Russian","вот оно что. тоесть снятие наличных в банкоматах сбербанка осуществляется без комиссии"
"Russian","Все верно :)"
"Russian","и ещё вопросик"
"Russian","у вас в банке есть онлайн форма для оформления кредитной карты? если есть можно ссылку. спасибо"
"Russian","Пока нет предложений по оформлению кредитной карты. Если предложения появятся"
"Russian","Здравствуйте! Подскажите пожалуйста минимальны платёж сколько и когда ?"
"Russian","Спасибо Большое!"
"Russian","Как подключить смс уведомление по операциям по карте?"
"Russian","Какую сумму вам переводили?"
"Russian","а можно как-то сделать выписку операций? Потому что это было со старой картой"
"Russian","В полной версии интернет-банка можете сформировать выписку. Но по факту денежные средства были получены и потрачны."
"Russian","А я могу свои мили потратитесь другого человека?👀"
"Russian","На другого)"
"Russian","Не совсем вас поняла. Вы хотите оплатить билет на имя другого человека?"
"Russian","Даже за гражданина другой страны?"
"Russian","Если эта возможность есть в авиа-компании - да. Со стороны банка ограничений нет."
"Russian","Необходима Ваша помощь"
"Russian","У моей супруги утерян сегодня телефон"
"Russian","Как с другого телефона войти в клиент банк"
"Russian","Смс приходит на номер "
"Russian","Мы находимся а Париже"
"Russian","Ленькина Милена Геннадьевна"
"Russian","Возможно только поменять номер телефона. Для этого вашей супруге нужно связаться с нами самостоятельно. Изменить номер можно будет только завтра."
"Russian","По какому телефону можно звонить?"
"Russian","Как платить за ЖКХ"
